Year,Scenario,ScenarioNotes,RunID,SelectedByDashboard,DashboardScenarioRequest,AssumptionName,AssumptionValue
2026,downside,"Revenue growth cut by 5 percentage points versus base, with softer margins, weaker working capital, and reduced debt paydown capacity.",ATT_20260415_202355_UTC,False,custom,OtherCurrentAssets_PctRevenue,0.142
2027,downside,"Revenue growth cut by 5 percentage points versus base, with softer margins, weaker working capital, and reduced debt paydown capacity.",ATT_20260415_202355_UTC,False,custom,OtherCurrentAssets_PctRevenue,0.141
2028,downside,"Revenue growth cut by 5 percentage points versus base, with softer margins, weaker working capital, and reduced debt paydown capacity.",ATT_20260415_202355_UTC,False,custom,OtherCurrentAssets_PctRevenue,0.14
2026,upside,"Revenue growth boosted by 5 percentage points versus base, with better mix, margins, and faster deleveraging.",ATT_20260415_202355_UTC,False,custom,OtherCurrentAssets_PctRevenue,0.142
2027,upside,"Revenue growth boosted by 5 percentage points versus base, with better mix, margins, and faster deleveraging.",ATT_20260415_202355_UTC,False,custom,OtherCurrentAssets_PctRevenue,0.141
2028,upside,"Revenue growth boosted by 5 percentage points versus base, with better mix, margins, and faster deleveraging.",ATT_20260415_202355_UTC,False,custom,OtherCurrentAssets_PctRevenue,0.14
2026,energy_cost_strain,"Higher energy and operating input costs compress margin, weaken EBITDA/CFO, and slow deleveraging.",ATT_20260415_202355_UTC,False,custom,OtherCurrentAssets_PctRevenue,0.142
2027,energy_cost_strain,"Higher energy and operating input costs compress margin, weaken EBITDA/CFO, and slow deleveraging.",ATT_20260415_202355_UTC,False,custom,OtherCurrentAssets_PctRevenue,0.141
2028,energy_cost_strain,"Higher energy and operating input costs compress margin, weaken EBITDA/CFO, and slow deleveraging.",ATT_20260415_202355_UTC,False,custom,OtherCurrentAssets_PctRevenue,0.14
2026,interest_rate_strain,"Higher rates increase interest burden and preserve more liquidity, pressuring earnings and leverage.",ATT_20260415_202355_UTC,False,custom,OtherCurrentAssets_PctRevenue,0.142
2027,interest_rate_strain,"Higher rates increase interest burden and preserve more liquidity, pressuring earnings and leverage.",ATT_20260415_202355_UTC,False,custom,OtherCurrentAssets_PctRevenue,0.141
2028,interest_rate_strain,"Higher rates increase interest burden and preserve more liquidity, pressuring earnings and leverage.",ATT_20260415_202355_UTC,False,custom,OtherCurrentAssets_PctRevenue,0.14
2026,custom,User-customizable scenario from the CUSTOM_OVERRIDES dictionary.,ATT_20260415_202355_UTC,True,custom,OtherCurrentAssets_PctRevenue,0.142
2027,custom,User-customizable scenario from the CUSTOM_OVERRIDES dictionary.,ATT_20260415_202355_UTC,True,custom,OtherCurrentAssets_PctRevenue,0.141
2028,custom,User-customizable scenario from the CUSTOM_OVERRIDES dictionary.,ATT_20260415_202355_UTC,True,custom,OtherCurrentAssets_PctRevenue,0.14
2026,base,Reference case using segment-led revenue growth and normalized AT&T financial ratios.,ATT_20260415_202355_UTC,False,custom,InterestRate,0.044
2027,base,Reference case using segment-led revenue growth and normalized AT&T financial ratios.,ATT_20260415_202355_UTC,False,custom,InterestRate,0.044
2028,base,Reference case using segment-led revenue growth and normalized AT&T financial ratios.,ATT_20260415_202355_UTC,False,custom,InterestRate,0.044
2026,downside,"Revenue growth cut by 5 percentage points versus base, with softer margins, weaker working capital, and reduced debt paydown capacity.",ATT_20260415_202355_UTC,False,custom,InterestRate,0.047
2027,downside,"Revenue growth cut by 5 percentage points versus base, with softer margins, weaker working capital, and reduced debt paydown capacity.",ATT_20260415_202355_UTC,False,custom,InterestRate,0.047
2028,downside,"Revenue growth cut by 5 percentage points versus base, with softer margins, weaker working capital, and reduced debt paydown capacity.",ATT_20260415_202355_UTC,False,custom,InterestRate,0.047
2026,upside,"Revenue growth boosted by 5 percentage points versus base, with better mix, margins, and faster deleveraging.",ATT_20260415_202355_UTC,False,custom,InterestRate,0.041999999999999996
2027,upside,"Revenue growth boosted by 5 percentage points versus base, with better mix, margins, and faster deleveraging.",ATT_20260415_202355_UTC,False,custom,InterestRate,0.041999999999999996
2028,upside,"Revenue growth boosted by 5 percentage points versus base, with better mix, margins, and faster deleveraging.",ATT_20260415_202355_UTC,False,custom,InterestRate,0.041999999999999996
2026,energy_cost_strain,"Higher energy and operating input costs compress margin, weaken EBITDA/CFO, and slow deleveraging.",ATT_20260415_202355_UTC,False,custom,InterestRate,0.044
2027,energy_cost_strain,"Higher energy and operating input costs compress margin, weaken EBITDA/CFO, and slow deleveraging.",ATT_20260415_202355_UTC,False,custom,InterestRate,0.044
2028,energy_cost_strain,"Higher energy and operating input costs compress margin, weaken EBITDA/CFO, and slow deleveraging.",ATT_20260415_202355_UTC,False,custom,InterestRate,0.044
2026,interest_rate_strain,"Higher rates increase interest burden and preserve more liquidity, pressuring earnings and leverage.",ATT_20260415_202355_UTC,False,custom,InterestRate,0.059
2027,interest_rate_strain,"Higher rates increase interest burden and preserve more liquidity, pressuring earnings and leverage.",ATT_20260415_202355_UTC,False,custom,InterestRate,0.059
2028,interest_rate_strain,"Higher rates increase interest burden and preserve more liquidity, pressuring earnings and leverage.",ATT_20260415_202355_UTC,False,custom,InterestRate,0.059
2026,custom,User-customizable scenario from the CUSTOM_OVERRIDES dictionary.,ATT_20260415_202355_UTC,True,custom,InterestRate,0.044
2027,custom,User-customizable scenario from the CUSTOM_OVERRIDES dictionary.,ATT_20260415_202355_UTC,True,custom,InterestRate,0.044
2028,custom,User-customizable scenario from the CUSTOM_OVERRIDES dictionary.,ATT_20260415_202355_UTC,True,custom,InterestRate,0.044
2026,base,Reference case using segment-led revenue growth and normalized AT&T financial ratios.,ATT_20260415_202355_UTC,False,custom,DividendPayoutRatio,0.38
2027,base,Reference case using segment-led revenue growth and normalized AT&T financial ratios.,ATT_20260415_202355_UTC,False,custom,DividendPayoutRatio,0.38
2028,base,Reference case using segment-led revenue growth and normalized AT&T financial ratios.,ATT_20260415_202355_UTC,False,custom,DividendPayoutRatio,0.38
2026,downside,"Revenue growth cut by 5 percentage points versus base, with softer margins, weaker working capital, and reduced debt paydown capacity.",ATT_20260415_202355_UTC,False,custom,DividendPayoutRatio,0.38
2027,downside,"Revenue growth cut by 5 percentage points versus base, with softer margins, weaker working capital, and reduced debt paydown capacity.",ATT_20260415_202355_UTC,False,custom,DividendPayoutRatio,0.38
2028,downside,"Revenue growth cut by 5 percentage points versus base, with softer margins, weaker working capital, and reduced debt paydown capacity.",ATT_20260415_202355_UTC,False,custom,DividendPayoutRatio,0.38
2026,upside,"Revenue growth boosted by 5 percentage points versus base, with better mix, margins, and faster deleveraging.",ATT_20260415_202355_UTC,False,custom,DividendPayoutRatio,0.38
2027,upside,"Revenue growth boosted by 5 percentage points versus base, with better mix, margins, and faster deleveraging.",ATT_20260415_202355_UTC,False,custom,DividendPayoutRatio,0.38
2028,upside,"Revenue growth boosted by 5 percentage points versus base, with better mix, margins, and faster deleveraging.",ATT_20260415_202355_UTC,False,custom,DividendPayoutRatio,0.38
2026,energy_cost_strain,"Higher energy and operating input costs compress margin, weaken EBITDA/CFO, and slow deleveraging.",ATT_20260415_202355_UTC,False,custom,DividendPayoutRatio,0.38
2027,energy_cost_strain,"Higher energy and operating input costs compress margin, weaken EBITDA/CFO, and slow deleveraging.",ATT_20260415_202355_UTC,False,custom,DividendPayoutRatio,0.38
2028,energy_cost_strain,"Higher energy and operating input costs compress margin, weaken EBITDA/CFO, and slow deleveraging.",ATT_20260415_202355_UTC,False,custom,DividendPayoutRatio,0.38
2026,interest_rate_strain,"Higher rates increase interest burden and preserve more liquidity, pressuring earnings and leverage.",ATT_20260415_202355_UTC,False,custom,DividendPayoutRatio,0.38
2027,interest_rate_strain,"Higher rates increase interest burden and preserve more liquidity, pressuring earnings and leverage.",ATT_20260415_202355_UTC,False,custom,DividendPayoutRatio,0.38
2028,interest_rate_strain,"Higher rates increase interest burden and preserve more liquidity, pressuring earnings and leverage.",ATT_20260415_202355_UTC,False,custom,DividendPayoutRatio,0.38
2026,custom,User-customizable scenario from the CUSTOM_OVERRIDES dictionary.,ATT_20260415_202355_UTC,True,custom,DividendPayoutRatio,0.38
2027,custom,User-customizable scenario from the CUSTOM_OVERRIDES dictionary.,ATT_20260415_202355_UTC,True,custom,DividendPayoutRatio,0.38
2028,custom,User-customizable scenario from the CUSTOM_OVERRIDES dictionary.,ATT_20260415_202355_UTC,True,custom,DividendPayoutRatio,0.38
2026,base,Reference case using segment-led revenue growth and normalized AT&T financial ratios.,ATT_20260415_202355_UTC,False,custom,CashFloor,12000000000.0
2027,base,Reference case using segment-led revenue growth and normalized AT&T financial ratios.,ATT_20260415_202355_UTC,False,custom,CashFloor,12000000000.0
2028,base,Reference case using segment-led revenue growth and normalized AT&T financial ratios.,ATT_20260415_202355_UTC,False,custom,CashFloor,12000000000.0
2026,downside,"Revenue growth cut by 5 percentage points versus base, with softer margins, weaker working capital, and reduced debt paydown capacity.",ATT_20260415_202355_UTC,False,custom,CashFloor,12000000000.0
2027,downside,"Revenue growth cut by 5 percentage points versus base, with softer margins, weaker working capital, and reduced debt paydown capacity.",ATT_20260415_202355_UTC,False,custom,CashFloor,12000000000.0
2028,downside,"Revenue growth cut by 5 percentage points versus base, with softer margins, weaker working capital, and reduced debt paydown capacity.",ATT_20260415_202355_UTC,False,custom,CashFloor,12000000000.0
2026,upside,"Revenue growth boosted by 5 percentage points versus base, with better mix, margins, and faster deleveraging.",ATT_20260415_202355_UTC,False,custom,CashFloor,12000000000.0
2027,upside,"Revenue growth boosted by 5 percentage points versus base, with better mix, margins, and faster deleveraging.",ATT_20260415_202355_UTC,False,custom,CashFloor,12000000000.0
2028,upside,"Revenue growth boosted by 5 percentage points versus base, with better mix, margins, and faster deleveraging.",ATT_20260415_202355_UTC,False,custom,CashFloor,12000000000.0
2026,energy_cost_strain,"Higher energy and operating input costs compress margin, weaken EBITDA/CFO, and slow deleveraging.",ATT_20260415_202355_UTC,False,custom,CashFloor,12000000000.0
2027,energy_cost_strain,"Higher energy and operating input costs compress margin, weaken EBITDA/CFO, and slow deleveraging.",ATT_20260415_202355_UTC,False,custom,CashFloor,12000000000.0
2028,energy_cost_strain,"Higher energy and operating input costs compress margin, weaken EBITDA/CFO, and slow deleveraging.",ATT_20260415_202355_UTC,False,custom,CashFloor,12000000000.0
2026,interest_rate_strain,"Higher rates increase interest burden and preserve more liquidity, pressuring earnings and leverage.",ATT_20260415_202355_UTC,False,custom,CashFloor,14000000000.0
2027,interest_rate_strain,"Higher rates increase interest burden and preserve more liquidity, pressuring earnings and leverage.",ATT_20260415_202355_UTC,False,custom,CashFloor,14000000000.0
2028,interest_rate_strain,"Higher rates increase interest burden and preserve more liquidity, pressuring earnings and leverage.",ATT_20260415_202355_UTC,False,custom,CashFloor,14000000000.0
2026,custom,User-customizable scenario from the CUSTOM_OVERRIDES dictionary.,ATT_20260415_202355_UTC,True,custom,CashFloor,12000000000.0
2027,custom,User-customizable scenario from the CUSTOM_OVERRIDES dictionary.,ATT_20260415_202355_UTC,True,custom,CashFloor,12000000000.0
2028,custom,User-customizable scenario from the CUSTOM_OVERRIDES dictionary.,ATT_20260415_202355_UTC,True,custom,CashFloor,12000000000.0
2026,base,Reference case using segment-led revenue growth and normalized AT&T financial ratios.,ATT_20260415_202355_UTC,False,custom,TargetShortDebtShare,0.051791523455910246
2027,base,Reference case using segment-led revenue growth and normalized AT&T financial ratios.,ATT_20260415_202355_UTC,False,custom,TargetShortDebtShare,0.051791523455910246
2028,base,Reference case using segment-led revenue growth and normalized AT&T financial ratios.,ATT_20260415_202355_UTC,False,custom,TargetShortDebtShare,0.051791523455910246
2026,downside,"Revenue growth cut by 5 percentage points versus base, with softer margins, weaker working capital, and reduced debt paydown capacity.",ATT_20260415_202355_UTC,False,custom,TargetShortDebtShare,0.051791523455910246
2027,downside,"Revenue growth cut by 5 percentage points versus base, with softer margins, weaker working capital, and reduced debt paydown capacity.",ATT_20260415_202355_UTC,False,custom,TargetShortDebtShare,0.051791523455910246
2028,downside,"Revenue growth cut by 5 percentage points versus base, with softer margins, weaker working capital, and reduced debt paydown capacity.",ATT_20260415_202355_UTC,False,custom,TargetShortDebtShare,0.051791523455910246
2026,upside,"Revenue growth boosted by 5 percentage points versus base, with better mix, margins, and faster deleveraging.",ATT_20260415_202355_UTC,False,custom,TargetShortDebtShare,0.051791523455910246
2027,upside,"Revenue growth boosted by 5 percentage points versus base, with better mix, margins, and faster deleveraging.",ATT_20260415_202355_UTC,False,custom,TargetShortDebtShare,0.051791523455910246
2028,upside,"Revenue growth boosted by 5 percentage points versus base, with better mix, margins, and faster deleveraging.",ATT_20260415_202355_UTC,False,custom,TargetShortDebtShare,0.051791523455910246
2026,energy_cost_strain,"Higher energy and operating input costs compress margin, weaken EBITDA/CFO, and slow deleveraging.",ATT_20260415_202355_UTC,False,custom,TargetShortDebtShare,0.051791523455910246
2027,energy_cost_strain,"Higher energy and operating input costs compress margin, weaken EBITDA/CFO, and slow deleveraging.",ATT_20260415_202355_UTC,False,custom,TargetShortDebtShare,0.051791523455910246
2028,energy_cost_strain,"Higher energy and operating input costs compress margin, weaken EBITDA/CFO, and slow deleveraging.",ATT_20260415_202355_UTC,False,custom,TargetShortDebtShare,0.051791523455910246
2026,interest_rate_strain,"Higher rates increase interest burden and preserve more liquidity, pressuring earnings and leverage.",ATT_20260415_202355_UTC,False,custom,TargetShortDebtShare,0.051791523455910246
2027,interest_rate_strain,"Higher rates increase interest burden and preserve more liquidity, pressuring earnings and leverage.",ATT_20260415_202355_UTC,False,custom,TargetShortDebtShare,0.051791523455910246
2028,interest_rate_strain,"Higher rates increase interest burden and preserve more liquidity, pressuring earnings and leverage.",ATT_20260415_202355_UTC,False,custom,TargetShortDebtShare,0.051791523455910246
2026,custom,User-customizable scenario from the CUSTOM_OVERRIDES dictionary.,ATT_20260415_202355_UTC,True,custom,TargetShortDebtShare,0.051791523455910246
2027,custom,User-customizable scenario from the CUSTOM_OVERRIDES dictionary.,ATT_20260415_202355_UTC,True,custom,TargetShortDebtShare,0.051791523455910246
2028,custom,User-customizable scenario from the CUSTOM_OVERRIDES dictionary.,ATT_20260415_202355_UTC,True,custom,TargetShortDebtShare,0.051791523455910246
2026,base,Reference case using segment-led revenue growth and normalized AT&T financial ratios.,ATT_20260415_202355_UTC,False,custom,DebtAmortizationPct,0.02
2027,base,Reference case using segment-led revenue growth and normalized AT&T financial ratios.,ATT_20260415_202355_UTC,False,custom,DebtAmortizationPct,0.025
2028,base,Reference case using segment-led revenue growth and normalized AT&T financial ratios.,ATT_20260415_202355_UTC,False,custom,DebtAmortizationPct,0.03
2026,downside,"Revenue growth cut by 5 percentage points versus base, with softer margins, weaker working capital, and reduced debt paydown capacity.",ATT_20260415_202355_UTC,False,custom,DebtAmortizationPct,0.015
2027,downside,"Revenue growth cut by 5 percentage points versus base, with softer margins, weaker working capital, and reduced debt paydown capacity.",ATT_20260415_202355_UTC,False,custom,DebtAmortizationPct,0.02
2028,downside,"Revenue growth cut by 5 percentage points versus base, with softer margins, weaker working capital, and reduced debt paydown capacity.",ATT_20260415_202355_UTC,False,custom,DebtAmortizationPct,0.024999999999999998
2026,upside,"Revenue growth boosted by 5 percentage points versus base, with better mix, margins, and faster deleveraging.",ATT_20260415_202355_UTC,False,custom,DebtAmortizationPct,0.025
2027,upside,"Revenue growth boosted by 5 percentage points versus base, with better mix, margins, and faster deleveraging.",ATT_20260415_202355_UTC,False,custom,DebtAmortizationPct,0.030000000000000002
2028,upside,"Revenue growth boosted by 5 percentage points versus base, with better mix, margins, and faster deleveraging.",ATT_20260415_202355_UTC,False,custom,DebtAmortizationPct,0.034999999999999996
2026,energy_cost_strain,"Higher energy and operating input costs compress margin, weaken EBITDA/CFO, and slow deleveraging.",ATT_20260415_202355_UTC,False,custom,DebtAmortizationPct,0.02
2027,energy_cost_strain,"Higher energy and operating input costs compress margin, weaken EBITDA/CFO, and slow deleveraging.",ATT_20260415_202355_UTC,False,custom,DebtAmortizationPct,0.025
2028,energy_cost_strain,"Higher energy and operating input costs compress margin, weaken EBITDA/CFO, and slow deleveraging.",ATT_20260415_202355_UTC,False,custom,DebtAmortizationPct,0.03
2026,interest_rate_strain,"Higher rates increase interest burden and preserve more liquidity, pressuring earnings and leverage.",ATT_20260415_202355_UTC,False,custom,DebtAmortizationPct,0.02
2027,interest_rate_strain,"Higher rates increase interest burden and preserve more liquidity, pressuring earnings and leverage.",ATT_20260415_202355_UTC,False,custom,DebtAmortizationPct,0.025
2028,interest_rate_strain,"Higher rates increase interest burden and preserve more liquidity, pressuring earnings and leverage.",ATT_20260415_202355_UTC,False,custom,DebtAmortizationPct,0.03
2026,custom,User-customizable scenario from the CUSTOM_OVERRIDES dictionary.,ATT_20260415_202355_UTC,True,custom,DebtAmortizationPct,0.02
2027,custom,User-customizable scenario from the CUSTOM_OVERRIDES dictionary.,ATT_20260415_202355_UTC,True,custom,DebtAmortizationPct,0.025
2028,custom,User-customizable scenario from the CUSTOM_OVERRIDES dictionary.,ATT_20260415_202355_UTC,True,custom,DebtAmortizationPct,0.03
2026,base,Reference case using segment-led revenue growth and normalized AT&T financial ratios.,ATT_20260415_202355_UTC,False,custom,ExcessCashSweepPct,0.6
2027,base,Reference case using segment-led revenue growth and normalized AT&T financial ratios.,ATT_20260415_202355_UTC,False,custom,ExcessCashSweepPct,0.65
2028,base,Reference case using segment-led revenue growth and normalized AT&T financial ratios.,ATT_20260415_202355_UTC,False,custom,ExcessCashSweepPct,0.7
2026,downside,"Revenue growth cut by 5 percentage points versus base, with softer margins, weaker working capital, and reduced debt paydown capacity.",ATT_20260415_202355_UTC,False,custom,ExcessCashSweepPct,0.5
2027,downside,"Revenue growth cut by 5 percentage points versus base, with softer margins, weaker working capital, and reduced debt paydown capacity.",ATT_20260415_202355_UTC,False,custom,ExcessCashSweepPct,0.55
2028,downside,"Revenue growth cut by 5 percentage points versus base, with softer margins, weaker working capital, and reduced debt paydown capacity.",ATT_20260415_202355_UTC,False,custom,ExcessCashSweepPct,0.6
2026,upside,"Revenue growth boosted by 5 percentage points versus base, with better mix, margins, and faster deleveraging.",ATT_20260415_202355_UTC,False,custom,ExcessCashSweepPct,0.7
2027,upside,"Revenue growth boosted by 5 percentage points versus base, with better mix, margins, and faster deleveraging.",ATT_20260415_202355_UTC,False,custom,ExcessCashSweepPct,0.75
2028,upside,"Revenue growth boosted by 5 percentage points versus base, with better mix, margins, and faster deleveraging.",ATT_20260415_202355_UTC,False,custom,ExcessCashSweepPct,0.7999999999999999
2026,energy_cost_strain,"Higher energy and operating input costs compress margin, weaken EBITDA/CFO, and slow deleveraging.",ATT_20260415_202355_UTC,False,custom,ExcessCashSweepPct,0.44999999999999996
2027,energy_cost_strain,"Higher energy and operating input costs compress margin, weaken EBITDA/CFO, and slow deleveraging.",ATT_20260415_202355_UTC,False,custom,ExcessCashSweepPct,0.5
2028,energy_cost_strain,"Higher energy and operating input costs compress margin, weaken EBITDA/CFO, and slow deleveraging.",ATT_20260415_202355_UTC,False,custom,ExcessCashSweepPct,0.5499999999999999
2026,interest_rate_strain,"Higher rates increase interest burden and preserve more liquidity, pressuring earnings and leverage.",ATT_20260415_202355_UTC,False,custom,ExcessCashSweepPct,0.39999999999999997
2027,interest_rate_strain,"Higher rates increase interest burden and preserve more liquidity, pressuring earnings and leverage.",ATT_20260415_202355_UTC,False,custom,ExcessCashSweepPct,0.45
2028,interest_rate_strain,"Higher rates increase interest burden and preserve more liquidity, pressuring earnings and leverage.",ATT_20260415_202355_UTC,False,custom,ExcessCashSweepPct,0.49999999999999994
2026,custom,User-customizable scenario from the CUSTOM_OVERRIDES dictionary.,ATT_20260415_202355_UTC,True,custom,ExcessCashSweepPct,0.6
2027,custom,User-customizable scenario from the CUSTOM_OVERRIDES dictionary.,ATT_20260415_202355_UTC,True,custom,ExcessCashSweepPct,0.65
2028,custom,User-customizable scenario from the CUSTOM_OVERRIDES dictionary.,ATT_20260415_202355_UTC,True,custom,ExcessCashSweepPct,0.7
